file,param,epoch,creation_utc,bytes
irtamc_hmf2_1789195500.txt,hmf2,1789195500,2026-09-15T06:48:51.134912+00:00,18081
irtamc_fof2_1789196400.txt,fof2,1789196400,2026-09-15T07:05:28.209251+00:00,18088
irtamc_hmf2_1789196400.txt,hmf2,1789196400,2026-09-15T07:05:44.094853+00:00,18081
irtamc_fof2_1789197300.txt,fof2,1789197300,2026-09-15T07:16:49.805295+00:00,18088
irtamc_hmf2_1789197300.txt,hmf2,1789197300,2026-09-15T07:17:05.545153+00:00,18081
irtamc_fof2_1789198200.txt,fof2,1789198200,2026-09-15T07:33:43.046879+00:00,18088
irtamc_hmf2_1789198200.txt,hmf2,1789198200,2026-09-15T07:34:18.766999+00:00,18081
irtamc_fof2_1789199100.txt,fof2,1789199100,2026-09-15T07:45:24.224257+00:00,18088
irtamc_hmf2_1789199100.txt,hmf2,1789199100,2026-09-15T07:45:40.190563+00:00,18081
irtamc_fof2_1789200000.txt,fof2,1789200000,2026-09-15T08:02:21.849836+00:00,18088
irtamc_hmf2_1789200000.txt,hmf2,1789200000,2026-09-15T08:02:37.887622+00:00,18081
